Grade,Subject,Unit #,Unit Title,Unit Objective,Skills Tested,Lesson 1 Title,Lesson 1 Bloom,Lesson 2 Title,Lesson 2 Bloom,Lesson 3 Title,Lesson 3 Bloom,Lesson 4 Title,Lesson 4 Bloom,Lesson 5 Title,Lesson 5 Bloom,Lesson 6 Title,Lesson 6 Bloom,Lesson 7 Title,Lesson 7 Bloom,Lesson 8 Title,Lesson 8 Bloom,Lesson 9 Title,Lesson 9 Bloom,Lesson 10 Title,Lesson 10 Bloom,Lesson 11 Title,Lesson 11 Bloom,Lesson 12 Title,Lesson 12 Bloom,Lesson 13 Title,Lesson 13 Bloom,Lesson 14 Title,Lesson 14 Bloom,Lesson 15 Title,Lesson 15 Bloom,Lesson 16 Title,Lesson 16 Bloom,Lesson 17 Title,Lesson 17 Bloom,Lesson 18 Title,Lesson 18 Bloom,Lesson 19 Title,Lesson 19 Bloom,Lesson 20 Title,Lesson 20 Bloom
K,Science,9,Engineering & Design,Build and test simple structures using everyday materials.,"building, testing, reflection",What Is Engineering?,Remember,Building with Blocks and Materials,Understand,Storytime: A Builderís Adventure,Understand,Designing Simple Structures,Apply,Partner Share: My Building Idea,Reflect,Experiment: Testing Strength,Apply,Journaling: What Worked and What Didnít,Reflect,Role Play: Building Together,Apply,Creating a Building Plan,Create,Visualization: Imagine My Structure,Apply,Group Discussion: Why Structures Need to Be Strong,Analyze,Interview: Ask Someone About Building,Apply,Writing Prompt: My Favorite Building,Create,Sorting Game: Strong vs. Weak Structures,Analyze,Partner Challenge: Build Something New,Apply,Reflection Circle: What I Learned About Building,Reflect,Presentation: My Building Project,Evaluate,Group Project: Build a Class Structure,Create,Celebration: Engineering Fair,Reflect,Drawing Project: My Dream Structure,Create
K,Science,10,Nature Systems,"Explore how plants, animals, and weather interact in nature.","ecosystems, cycles, interdependence",What Is a Nature System?,Remember,Plants and Animals in My Environment,Understand,Storytime: A Day in the Forest,Understand,Sorting: Living Things and Their Homes,Analyze,Partner Share: My Favorite Animal or Plant,Reflect,Journaling: How Plants and Animals Need Each Other,Reflect,Role Play: Acting Out Animal and Plant Roles,Apply,Visualization: Imagine Life in a Forest,Apply,Creating a Nature Cycle Poster,Create,Group Discussion: Why Nature Systems Matter,Analyze,Interview: Ask Someone About Local Plants or Animals,Apply,Writing Prompt: What I See in Nature,Create,Sorting Game: Match Animals to Their Homes,Analyze,Partner Challenge: Find Plants and Animals Outside,Reflect,Experiment: Observing Nature,Apply,Reflection Circle: What I Learned About Nature Systems,Reflect,Presentation: My Nature Cycle Poster,Evaluate,Creating a Mini Nature Museum,Create,Celebration: Nature Day,Reflect,Drawing Project: My Favorite Nature Scene,Create
K,Science,11,The Scientific Process,"Practice asking questions, making guesses, and trying things out.","inquiry, experimentation, documentation",What Is the Scientific Process?,Remember,Asking Questions and Making Guesses,Understand,Storytime: A Scientistís Experiment,Understand,Experimenting and Observing,Apply,Partner Share: What I Wonder About,Reflect,Journaling: My Science Questions,Reflect,Sorting: Hypothesis and Observation,Analyze,Visualization: Imagine Being a Scientist,Apply,Role Play: Testing Ideas,Apply,Interview: Ask Someone About Their Experiments,Apply,Writing Prompt: What I Learned From Experimenting,Create,Group Discussion: Why Scientists Test Things,Analyze,Creating a Science Notebook,Create,Partner Challenge: Try a Simple Experiment at Home,Apply,Reflection Circle: What I Learned About Science,Reflect,Presentation: My Science Notebook,Evaluate,Sorting Game: Match Hypothesis and Observations,Analyze,Celebration: Scientific Exploration Day,Reflect,Poster Project: ìCurious Scientistsî,Create,Drawing Project: My Experiment,Create
K,Science,12,Science Expo,Share what weíve learned through a mini science showcase or experiment.,"demonstration, explanation, observation",What Is a Science Expo?,Remember,Storytime: Sharing Discoveries,Understand,Planning My Science Project,Apply,Partner Share: What I Want to Show,Reflect,Creating Visual Aids,Create,Journaling: My Science Project,Reflect,Role Play: Explaining My Project,Apply,Group Discussion: Why Sharing Science Is Important,Analyze,Presentation Practice,Apply,Interview: Ask Someone About Their Science Project,Apply,Writing Prompt: What I Learned,Create,Creating a Science Expo Poster,Create,Reflection Circle: What I Learned About Sharing,Reflect,Partner Challenge: Practice Presenting,Apply,Group Project: Organize a Class Science Expo,Create,Visualization: Imagine Presenting to an Audience,Apply,Final Presentation Rehearsal,Apply,Sharing My Science Project,Evaluate,Celebration: Science Expo Day,Reflect,Drawing Project: My Science Expo,Create
K,SEL,1,Self-Awareness,Recognize and name basic emotions and identify personal preferences.,"emotional vocabulary, self-recognition, labeling feelings",What Is a Feeling?,Remember,"Happy, Sad, Mad - Name That Emotion",Remember,Point to the Feeling Face,Understand,My Favorite Things,Understand,Match the Emotion to the Picture,Apply,Helping Hands Emotion Game,Apply,Mirror Faces (Show the Emotion),Apply,Name That Feeling in a Story,Understand,"Drawing My Day: Morning, Noon, Night",Apply,Feeling Charades,Apply,Talking About What I Like,Apply,Exploring Emotion Cards,Analyze,Feeling Check-In Circle,Apply,Create My Own Feeling Chart,Create,My Emotion Book (Page 1: Happy),Create,My Emotion Book (Page 2: Sad),Create,Share Something That Makes You Feel Proud,Evaluate,My Week in Feelings (Reflection Activity),Reflect,Emotion Parade (Class Performance),Evaluate,Celebrating Our Feelings Together,Reflect
K,SEL,2,Recognizing Emotions,"Identify emotions in facial expressions, tone, and body language.","empathy, observation, nonverbal cues",What Does That Face Say?,Remember,Show Me Surprised!,Remember,Match the Face to the Feeling,Understand,Listen to the Voice - Guess the Feeling,Understand,Feelings Through Tone,Apply,Body Language Bingo,Apply,What's Their Face Saying?,Analyze,Feeling Detective (in Storybooks),Apply,Silly Faces Game,Apply,Act It Without Words,Analyze,Emotion Sculptures (Freeze Frame),Create,Create Your Own Feeling Mask,Create,Recording Voice Emotions,Analyze,Emotion Obstacle Course,Apply,Building a Feeling Collage,Create,"Let's Practice: ""I see... I think they feel...‚Äù",Apply,Sorting Feelings by Energy (big/little),Analyze,Empathy Hat - Walk in Their Shoes,Evaluate,Story Reflection: When I Noticed a Feeling,Reflect,Celebrate What We Learned About Emotions,Reflect
K,SEL,3,Making Friends,"Learn how to introduce yourself, share, and take turns.","social initiation, turn-taking, cooperation",What Is a Friend?,Remember,"Saying ""Hi, My Name Is‚Ä¶‚Äù",Remember,Friendly or Unfriendly?,Understand,Share the Toy Challenge,Apply,Turn-Taking Games,Apply,Partner Match & Greet,Apply,Role Play: Meeting Someone New,Analyze,Storytime: Friends in a Book,Understand,"""What Would You Do?‚Äù Friendship Edition",Analyze,Make a Friendship Bracelet,Create,Drawing a Picture for a New Friend,Create,Practicing Asking to Join In,Apply,"Sorting ""Kind‚Äù vs. ""Unkind‚Äù Actions",Analyze,"Create a ""Welcome to Our Class‚Äù Poster",Create,Friendship Walk & Talk,Apply,Writing (or Dictating) a Friendly Note,Apply,How to Solve a Small Friendship Problem,Evaluate,What Makes Me a Good Friend?,Reflect,Friendship Celebration Circle,Reflect,Friendship Awards (Each Child Gives One!),Reflect
K,SEL,4,Reflection & Self-Regulation,Begin learning how to calm down and make safe choices.,"self-soothing, recognizing triggers, calming strategies","What Does ""Calm Down‚Äù Mean?",Remember,Recognizing When I'm Upset,Understand,Big Feelings vs. Small Feelings,Understand,My Triggers: What Bothers Me?,Analyze,Calm Breathing Practice,Apply,Using Our Calm Corner,Apply,Counting to Calm,Apply,Draw How You Feel Before and After Calming,Analyze,Mindful Movement: Animal Poses,Apply,Listening to Calm Music,Apply,Build a Personal Calm Kit,Create,"Create Your ""Safe Choice‚Äù Poster",Create,"Role Play: Stop, Think, Act",Analyze,Calming Strategy Sort (Which One Works?),Analyze,Let's Practice: Making a Safe Choice,Apply,My Favorite Calm-Down Tool,Evaluate,"""When I Feel Mad‚Äù Booklet (Student-Made)",Create,Sharing a Time I Calmed Down,Reflect,Self-Talk Superheroes,Create,Calm Choices Celebration,Reflect
K,SEL,5,Problem Solving,Explore how to resolve simple conflicts with words and gestures.,"solution generation, assertiveness, decision-making",What Is a Problem?,Remember,Small Problem or Big Problem?,Understand,Using Our Words to Solve Problems,Apply,"Saying ""Please Stop‚Äù With Confidence",Apply,"Gesture Power: Thumbs Up, Time-Out, Walk Away",Apply,Conflict Role Play: Playground Problems,Analyze,"""Talk It Out‚Äù Circle Practice",Apply,Choosing Between 2 Good Options,Analyze,Draw a Problem and 2 Possible Solutions,Create,Making a Class Problem-Solving Poster,Create,Act It Out: Peaceful Choices,Apply,Sorting: Helpful vs. Hurtful Reactions,Analyze,"""I Feel... I Need...‚Äù Sentence Practice",Apply,Choose the Ending: Pick the Best Solution,Evaluate,Build a Problem-Solving Toolbox (Strategies List),Create,Share a Time You Solved a Problem,Reflect,Working Through Problems With a Partner,Apply,Solving a Story Character's Problem,Analyze,Celebrating Our Problem-Solving Powers,Reflect,My Personal Problem-Solving Goal,Reflect
K,SEL,6,Kindness in Action,Practice kindness through daily actions and group activities.,"helping, compassion, inclusive behavior",What Is Kindness?,Remember,Saying Kind Words,Remember,Kind or Unkind? Picture Sort,Understand,Acts of Kindness Role Play,Apply,Helping Hands: Who Can We Help Today?,Apply,Kindness Jar: Filling Each Other's Buckets,Apply,Kindness Comic Strip,Create,Read-Aloud: A Book About Kindness,Understand,Writing or Dictating a Kind Note,Apply,Compliment Circle Practice,Apply,Story Match: What Kind Thing Happened?,Analyze,Build a Kindness Tree (Add Leaves Each Day),Create,Sorting: Kind Actions at Home vs. School,Analyze,Helping a Friend in Need (Scenario Practice),Apply,Design a Kindness Superhero,Create,Plan a Class Kindness Project,Create,Sharing a Time Someone Was Kind to You,Reflect,My Kindness Goal for the Week,Evaluate,Kindness Awards Ceremony,Reflect,Celebrating Our Kind Community,Reflect
K,SEL,7,Understanding Others,Notice how others feel and how our actions affect them.,"perspective-taking, social awareness, kindness","What Does ""Understanding Others"" Mean?",Remember,Spot the Feeling: How Do They Look?,Remember,How Would You Feel If...?,Understand,Faces and Feelings Match Game,Apply,Role Play: Helping a Sad Friend,Apply,Storytime: Someone Felt Left Out,Understand,Act It Out: How to Include Someone,Apply,Drawing Feelings We Notice,Apply,Partner Talk: When I Noticed Someone Was Upset,Analyze,Writing or Dictating About a Time I Helped Someone,Apply,Making Kind Choices in a Group,Analyze,Empathy Pairs Game,Create,"Building a ""We Care‚Äù Mural",Create,Mirror Feelings: Match My Expression,Apply,Sorting: Helpful vs. Hurtful Actions,Analyze,"""Walk in Their Shoes‚Äù Practice",Apply,Our Class Empathy Jar,Create,Share a Time You Made Someone Feel Better,Reflect,Designing a Kindness Badge,Create,Celebrating How We Care for Others,Reflect
K,SEL,8,Empathy & Compassion,"Identify ways to show empathy when others are sad, mad, or hurt.","caring responses, validation, role-play",What Is Empathy?,Remember,How Do We Know Someone Feels Hurt?,Remember,"Saying ""I Understand‚Äù and ""That's Okay‚Äù",Understand,Body Clues for Big Feelings,Understand,Helping When Someone Is Sad,Apply,Acting Out Empathy Situations,Apply,Partner Activity: Comforting Words Practice,Apply,Kind Touch vs. Hurtful Touch,Understand,Reading About Compassionate Characters,Understand,Drawing What Empathy Looks Like,Apply,"""What Would You Do?‚Äù ‚Äî Compassion Edition",Analyze,Create an Empathy Scenario Card Set,Create,Build a Caring Words Poster,Create,Group Role-Play: Helping After a Mistake,Analyze,"Writing or Dictating a ""Feel Better‚Äù Card",Apply,Make an Empathy Tool Kit (Class Project),Create,Partner Reflection: A Time Someone Helped Me,Reflect,Create a Kindness Comic Together,Create,Presenting Our Empathy Skits,Evaluate,Class Reflection: How We Show Compassion,Reflect
K,SEL,9,Conflict Resolution,"Learn to walk away, use ìIî statements, and ask for help.","communication, emotional regulation, boundaries",What Is a Conflict?,Remember,When We Don't Agree,Remember,"Using ""I Feel‚Äù Statements",Understand,What to Do When You're Upset,Understand,Walk Away or Work It Out?,Apply,Role Play: Solving Small Problems,Apply,Storytime: Characters in Conflict,Understand,Partner Practice: I Feel + I Need,Apply,Sorting: Safe vs. Unsafe Reactions,Analyze,"Calm First, Talk Later",Apply,Asking a Teacher for Help,Apply,Creating a Class Peace Path,Create,Playground Problem Scenarios,Analyze,What Would You Say? Conflict Edition,Analyze,Drawing a Conflict and a Calm Response,Apply,"My Problem, My Plan (Mini-Worksheet)",Create,Partner Reflection: How Did We Fix It?,Reflect,Build a Peace Poster Together,Create,Celebrating Our Peaceful Choices,Reflect,Conflict Resolution Awards,Reflect
K,SEL,10,Teamwork & Collaboration,Work together to complete tasks or play games as a group.,"cooperation, group norms, leadership",What Is Teamwork?,Remember,Working Together: Why It Matters,Understand,Teamwork or Not? Picture Sort,Understand,Partner Game: Build Something Together,Apply,"Take Turns, Share Wins",Apply,Playing Fairly in a Group Game,Apply,Helping Each Other Succeed,Apply,Read-Aloud: A Story About Team Effort,Understand,Problem-Solve Together (Class Challenge),Analyze,Drawing What Good Teams Look Like,Apply,Making Team Rules Poster,Create,Partner Practice: Compliment a Teammate,Apply,Group Role-Play: What Would Your Team Do?,Analyze,Building Something as a Team (STEM-style Challenge),Create,Sharing Leadership: Who Can Help With What?,Analyze,Choosing Team Jobs Together,Apply,Reflecting on What Made Us a Good Team,Reflect,Drawing Our Best Team Moments,Create,Celebrating Each Team's Work,Reflect,Teamwork Awards Ceremony,Reflect
K,SEL,11,Growth Mindset,Understand that mistakes help us learn and we can always improve.,"positive thinking, perseverance, effort","What Does ""Growth Mindset"" Mean?",Remember,I Can't Do It... Yet!,Remember,Mistakes Help Me Learn,Understand,"The Power of ""Try Again‚Äù",Understand,Keep Going! Mini Challenges,Apply,Practice Makes Progress,Apply,Storytime: Characters Who Didn't Give Up,Understand,Draw a Time You Got Better at Something,Apply,Sorting: Fixed Mindset vs. Growth Mindset Statements,Analyze,Effort vs. Talent - What Matters More?,Analyze,Encouraging a Friend Who's Frustrated,Apply,Goal Setting for Something New,Create,"My ""Yet‚Äù Journal Page",Create,Build a Try-Again Toolbox,Create,"Create a Poster: ""I Can Learn Anything If‚Ä¶‚Äù",Create,Partner Talk: A Time I Got Better,Reflect,Trying Something Tricky (Activity),Apply,Writing (or Dictating) About a Time You Didn't Quit,Reflect,Growth Mindset Pep Rally,Evaluate,Celebrating How We Grew,Reflect
K,SEL,12,Celebrating Me & Us,Reflect on our growth and celebrate ourselves and classmates.,"self-esteem, appreciation, gratitude",What Makes Me Special?,Remember,My Favorite Thing I Learned,Understand,Our Class Memories Game,Understand,Drawing Myself as a Learner,Apply,Class Compliment Swap,Apply,Partner Interview: What Do You Appreciate About Them?,Apply,Thank You Cards for Classmates,Create,Celebration Banner Project,Create,Read-Aloud: A Story About Friendship & Growth,Understand,Sorting: Then vs. Now - How Have We Grown?,Analyze,My Favorite SEL Moment,Reflect,Kindness Chain Review Activity,Apply,Gratitude Circle: What Are You Thankful For?,Reflect,Build a Class Memory Book,Create,"Designing ""I Am Proud Of...‚Äù Badges",Create,Award Voting Day! (Class Nominations),Evaluate,End-of-Year SEL Showcase Practice,Apply,Sharing One Thing We'll Take With Us,Reflect,Performing Our Class Song/Poem,Create,SEL Graduation Celebration,Reflect
